autor,partido,uf,discurso,data,id_sessao
Rodrigo Maia,DEM,RJ,"Espere aí. Como vota o Avante? (Pausa.) Como vota o Patriota? (Pausa.) O Patriota, não, disse aqui o Líder. Como vota a Maioria? (Pausa.) Como vota a REDE? (Pausa.) A Presidência solicita a todas as Sras. Deputadas e a todos os Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação.",10/07/2019,191
JOSÉ NELTO,PODE,GO,Sr. Presidente...,10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,Sr. Presidente...,10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra a Oposição para orientar.,10/07/2019,191
JOSÉ NELTO,PODE,GO,"Sr. Presidente, eu peço a palavra.",10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,"Eu peço a palavra, Sr. Presidente.",10/07/2019,191
ALESSANDRO MOLON,PSB,RJ,"Presidente, a Oposição vota sim ao destaque e pede o apoio inclusive dos colegas que votaram a favor do texto principal. Não é razoável que uma proposta de reforma da Previdência retire direitos de professores para economizar 20 bilhões de reais ao longo de 10 anos e dar de presente para os ruralistas 83 bilhões de reais. Então, a Oposição apela aos colegas, independentemente de como tenham votado em relação ao texto principal, que votem sim a este destaque, para se fazer o mínimo de justiça aos professores. Aliás, seria até uma homenagem ao Presidente da Casa, que, agora há pouco, falava da importância de valorizar os professores para melhorar a educação no Brasil. Esta é oportunidade de se fazer isso. Por isso, a Oposição orienta o voto sim, Sr. Presidente.",10/07/2019,191
JOENIA WAPICHANA,REDE,RR,"Sr. Presidente, a REDE orienta sim também, a favor de uma educação de qualidade, a começar pelos profissionais da educação.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra o Deputado Edmilson Rodrigues.,10/07/2019,191
EDMILSON RODRIGUES,PSOL,PA,"Presidente, eu tenho 42 de magistério. Trabalhei alfabetizando crianças, adultos. Sou professor da área técnica e sou professor universitário da rede federal. Tive até 700 alunos durante 1 ano. É muito difícil entender que se possa defender a valorização dos produtores rurais abrindo-se mão de 84 bilhões e não se queira garantir vinte e poucos bilhões para manter o direito dos professores e das professoras à aposentadoria especial. O professor não trabalha só em sala de aula. Há o trabalho extraclasse, a preparação do professor e da professora. E o adoecimento é uma coisa muito forte e generalizada. Inclusive, doenças neurológicas acontecem por conta do estresse em sala de aula, acrescido da violência hoje. Vamos dizer sim, Deputados!",10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,Presidente...,10/07/2019,191
PEDRO UCZAI,PT,SC,"Sr. Presidente, votar sim não é só votar pela dignidade e pela aposentadoria dos professores, é votar também em defesa da educação brasileira, em defesa da educação como prioridade. Não é possível que um professor trabalhe durante 40 anos numa sala de aula e não tenha direito a aposentadoria especial e integral. Defender o professor, defender a professora deste País é defender a educação dos nossos filhos, é defender o futuro deste País. Votamos sim. O Parlamento tem que votar sim, pela educação e pelos professores.",10/07/2019,191
ARTHUR OLIVEIRA MAIA,DEM,BA,"Sr. Presidente, é importante que se diga que está sendo dado aos professores o direito à aposentadoria especial. O que não podemos, Sr. Presidente, é trazer...",10/07/2019,191
MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, eu quero pedir a V.Exa., neste momento, a oportunidade de falar...",10/07/2019,191
PAULO EDUARDO MARTINS,PSC,PR,"Sr. Presidente, o PSC muda a orientação, libera a bancada.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Aguardem só um minutinho. Tem que falar um de um campo e outro do outro campo. O Deputado Arthur Maia estava falando.,10/07/2019,191
ARTHUR OLIVEIRA MAIA,DEM,BA,"Sr. Presidente, é importante que se registre que os professores estão, sim, tendo direito a uma aposentadoria especial. Agora, obviamente, nós gostaríamos Š todos os que estão neste plenário Š de oferecer condições melhores de aposentadoria não só para os professores, mas também para todos os demais brasileiros. Os professores e os policiais são as únicas duas categorias que estão tendo direito a condições diferentes e mais favoráveis do que a dos demais brasileiros. Eu quero registrar que, como Relator da PEC anterior sobre a matéria, estudei muito o assunto e vi que todos os países do planeta dão condições de aposentadoria especial para os policiais. Nem todos dão essas condições para os professores, mas nós as estamos dando. Agora, estamos fazendo isso no limite de uma razoabilidade. Portanto, encaminhamos o voto não ao destaque.",10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,Presidente... Presidente Rodrigo Maia...,10/07/2019,191
MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, eu quero me dirigir a V.Exa. como professora neste momento.",10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,Presidente...,10/07/2019,191
MARIA DO ROSÁRIO,PT,RS,Eu quero pedir licença à Deputada Alice Portugal apenas para utilizar 1 minuto...,10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,"Presidente Rodrigo Maia, eu também estou pedindo aqui...",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra a Deputada Alice.,10/07/2019,191
ALICE PORTUGAL,PCdoB,BA,"Presidente, como intimamente ligada a essa luta dos professores, tenho que dizer que, há 192 anos, a primeira lei educacional foi criada no Brasil por Pedro I. Em 1964, essa condição especial de aposentadoria foi fixada com 5 anos a menos, pelas condições objetivas de trabalho do professor. São 5 anos a menos, algo estudado por técnicos da área do trabalho. Neste momento, os professores no Brasil aguardam ansiosamente que mesmo aqueles que votaram pela reforma da Previdência, diferentemente de mim, também deem a garantia de que o professor e a professora não serão penalizados, assegurem essa aposentadoria especial como hoje é calculada.",10/07/2019,191
Rodrigo Maia,DEM,RJ),Tem a palavra o Deputado Vicentinho.,10/07/2019,191
VICENTINHO JÚNIOR,PL,TO,"Sr. Presidente, depois de ver o resultado da votação do mérito da matéria sobre a reforma da Previdência, eu quero registrar que o Partido Liberal só não deu mais votos do que o PSL. O PSL deu 54 votos o PL, 39 votos. A bancada do PL foi a segunda a dar mais votos em favor da reforma da Previdência. Hoje o que nós pedimos é solidariedade. O que eu peço aqui hoje, em homenagem à minha avó, D. Nice, professora, à minha tia Adriana, também professora, e a tantas professoras e professores do Estado brasileiro, é a sensibilidade, o apoio e, se possível, a liberação dos partidos da base governista e dos partidos do Centro em relação a este destaque do PL. Nada mais justo do que prestarmos essa homenagem à categoria dos professores e das professoras, que cuidam dos nossos filhos e das nossas filhas. Esta matéria não é de oposição nem de governo, é matéria... (Desligamento automático do microfone.)",10/07/2019,191
MARIA DO ROSÁRIO,PT,RS,"Sr. Presidente, eu peço a V.Exa. a oportunidade de me dirigir a este Plenário na condição não apenas de Parlamentar, mas também de professora. Eu quero me dirigir aos meus colegas no Rio Grande do Sul, nas escolas, no instituto de educação, no Martins Costa Júnior, no Oscar Tollens, em cada escola do Rio Grande do Sul e também do Brasil. Por quê? Porque aqui nós temos a oportunidade de corrigir um pouco aquilo que de ruim foi estabelecido nesta reforma. É uma oportunidade para a educação. Aquelas pessoas que se colocam favoráveis à educação, que se colocam favoráveis à qualidade da educação sabem que educação é a política pública que não se realiza sem o ser humano, sem o contato dos educadores com crianças, com jovens, com pessoas de todas as idades. Por isso, neste momento, eu peço voto para resgatarmos o direito dos professores e das professoras do Brasil à Previdência. Votemos a favor do destaque apresentado... (Desligamento automático do microfone.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tem a palavra a Deputada Celina.,10/07/2019,191
CELINA LEÃO,Bloco/PP,DF,"Sr. Presidente, quero encaminhar pelo Bloco do PP.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Pode falar, Deputada.",10/07/2019,191
CELINA LEÃO,Bloco/PP,DF,"Não há acordo no bloco, e nós sabemos quanto esse tema é importante para os professores. Então, nós estamos liberando a bancada.",10/07/2019,191
ERIKA KOKAY,PT,DF,"Presidente, se me permite...",10/07/2019,191
Rodrigo Maia,DEM,RJ,Tenha calma. Vou conceder a palavra o Deputado Marcelo Freixo e encerrar a votação.,10/07/2019,191
MARCELO FREIXO,PSOL,RJ,Presidente Rodrigo Maia...,10/07/2019,191
ERIKA KOKAY,PT,DF,Presidente...,10/07/2019,191
GUILHERME MUSSI,Bloco/PP,SP,"Vamos encerrar, Presidente.",10/07/2019,191
MARCELO FREIXO,PSOL,RJ,"Presidente Rodrigo Maia, falo aqui como professor de História que esteve em sala de aula durante 20 anos. É inaceitável que se incluam os professores nesta reforma da Previdência. Isso é perverso e é cruel. Não dá para falar, como disse V.Exa., em construção do futuro de um país penalizando-se os educadores desta maneira. Nós sabemos das dificuldades. Não há professora que tenha menos de três jornadas. Sabemos disso. Presidente Rodrigo Maia, quantas vezes perdi sábados e domingos, não pude ficar com filhos porque tinha que corrigir prova, preparar aula. Isso não é levado em conta no salário nem em lugar nenhum. Então, é inaceitável a penalização do professor nesta reforma.",10/07/2019,191
GUILHERME MUSSI,Bloco/PP,SP,"Vamos encerrar, Presidente.",10/07/2019,191
MARCELO FREIXO,PSOL,RJ,"A hora de valorizar o educador é agora, não é em campanha eleitoral. Por isso, eu peço o voto sim.",10/07/2019,191
ALENCAR SANTANA BRAGA,PT,SP,"Presidente, professor não é privilegiado e merece justiça nesta reforma. Por isso, votamos sim.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Eu vou encerrar a votação. Antes, tem a palavra a Deputada Erika. (Pausa.) Eu vou encerrar a votação. Todo mundo votou? (Manifestação no plenário: Não!)",10/07/2019,191
ERIKA KOKAY,PT,DF,Presidente...,10/07/2019,191
Rodrigo Maia,DEM,RJ,Todo mundo votou?,10/07/2019,191
HENRIQUE FONTANA,PT,RS,"Presidente, vamos esperar que 500 Deputados votem.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Está encerrada a votação.,10/07/2019,191
ERIKA KOKAY,PT,DF,Presidente...,10/07/2019,191
HENRIQUE FONTANA,PT,RS,"Presidente, isso prejudica o destaque dos professores!",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Não prejudica, não.",10/07/2019,191
HENRIQUE FONTANA,PT,RS,"Na votação do texto principal, V.Exa. aguardou até que 510 tivessem votado.",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Muita gente saiu para almoçar, Deputado. Não vai aumentar o quórum.",10/07/2019,191
HENRIQUE FONTANA,PT,RS,Como é que nós vamos fazer 308 votos com um quórum cortado...,10/07/2019,191
Rodrigo Maia,DEM,RJ,O quórum não vai aumentar. Está encerrada a votação.,10/07/2019,191
ERIKA KOKAY,PT,DF),"Presidente, este é um destaque que vai além das bancadas...",10/07/2019,191
HENRIQUE FONTANA,PT,RS,"Vamos esperar o voto de 480 pelo menos, Presidente. Há Deputado votando.",10/07/2019,191
Rodrigo Maia,DEM,RJ,Resultado: SIM: 265...,10/07/2019,191
HENRIQUE FONTANA,PT,RS,"Veja, Presidente! Nós podíamos ter vencido em relação a este destaque... (O microfone é desligado.)",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Há outro destaque, Deputado. Resultado: SIM: 265 NÃO: 184 ABSTENÇÃO: 2. REJEITADO O DESTAQUE. ENCERRAMENTO",10/07/2019,191
Rodrigo Maia,DEM,RJ,"Nada mais havendo a tratar, encerro a sessão, antes convocando Sessão Deliberativa Extraordinária para amanhã, quinta-feira, dia 11 de julho, às 9 horas, com a seguinte Ordem do Dia: Proposta de Emenda à Constituição nº 6, de 2019. Haverá matéria sobre a mesa para deliberação. Lembro que haverá Sessão Não Deliberativa Solene amanhã, quinta-feira, dia 11 de julho, às 9h05min, em homenagem aos 40 anos da TV Tarobá. (Encerra-se a sessão às 20 horas e 51 minutos.)",10/07/2019,191
