autor,partido,uf,discurso,data
GIOVANI CHERINI,PL,RS,"Sr. Presidente, eu participei ativamente das discussões desde a CCJ, indicado pelo meu Líder Wellington Roberto. Depois, participei na Comissão Especial; hoje, no Plenário; e, agora, na redação final. Acredito que ouvi de tudo aqui. Uma das coisas que precisam ficar bem claras é que cortamos na própria carne. Muitos colegas falaram coisas das quais não sabem. Nós pagamos um plano de seguridade social extremamente caro, e agora ficamos sem transição. Então, ninguém pode dizer no País que não cortamos na própria carne. A idade passa de 60 para 65 sem transição. Alguém já dizia aqui há pouco mais uma mentira, afirmando que ficou com transição. Não é verdade, não há transição, passa para 65 anos. Então, nós cortamos na própria carne. Sr. Presidente, participamos e fizemos tudo aquilo que era possível e necessário. Por isso o PL vota sim.",12/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Giovani Cherini. Como vota o PSL? (Intervenção fora do microfone.)",12/07/2019
MARCELO RAMOS,PL,AM,"Não, o PSL não votou.",12/07/2019
MÁRCIO LABRE,PSL,RJ,Eu sou o que menos fala nesta Casa. É 1 minuto de fala...,12/07/2019
MARCELO RAMOS,PL,AM,"Pessoal, é 1 minuto de fala. Faltam dois partidos encaminharem. Não vamos criar problema faltando 2 minutos para começar a votação.",12/07/2019
MÁRCIO LABRE,PSL,RJ,"Posso seguir? Sr. Presidente, eu queria tranquilizar a população brasileira e tranquilizar os incautos que eventualmente podem cair nesse canto da sereia, nessa narrativa de Robin Hood de botequim que a Oposição não para de tentar fazer. Vou trazer aqui um pouco de História. Em 1994, no Plano Real, eu tinha 20 anos e assisti na TV aos debates. Era a mesma ladainha de que não vai dar certo, vai quebrar o Brasil, vai falir o Brasil. Mas o Plano Real deu outro patamar econômico ao Brasil. Depois, tivemos a privatização das teles. Eu faço um desafio. O meu telefone deve ser o mais velhinho, e eu sou capitalista. Para a Oposição, tudo iPhone de primeira! Então eles deveriam estar com plano de expansão da TELEBRAS e telefone com fio embaixo do braço. Reunião de: 12/07/2019 O que eu posso dizer é o seguinte. Em matéria de previsão de mercado e previsão de resultado governamental, de política de Governo, não vá na deles...",12/07/2019
MARCELO RAMOS,PL,AM,Eu quero dizer que os celulares dos Deputados Evair e do Paulo Ramos são imbatíveis. Não dá para você concorrer! São imbatíveis. Esses aí nem existem mais! Como vota a Oposição? (O Sr. Presidente faz soar as campainhas.),12/07/2019
MARCELO RAMOS,PL,AM,"Por favor, por favor. Como vota a Oposição?",12/07/2019
ALIEL MACHADO,PSB,PR,"Sr. Presidente, nós gostaríamos de agradecer pelo debate, agradecer ao Deputado Samuel Moreira, porque houve um diálogo respeitoso. No caso da Mesa, agradeço ao Deputado Silvio Costa Filho e a V.Exa., Deputado Marcelo Ramos, que conduziram com responsabilidade esta Comissão. Agradeço a todos que se prestaram a fazer o debate sobre o texto. Infelizmente, grande parte da discussão que aconteceu nesta Casa não foi com verdades. E nós assumimos o papel de discutir o texto, de propor alternativas. A Oposição teve grandes vantagens, porque conseguiu conquistar espaços e diminuir prejuízos em relação à proposta inicial do Governo. Ainda não é o suficiente. Não há privilégio no caso do Sr. Luiz, que limpa o banheiro dos Deputados. Faltariam 4 anos para ele se aposentar, mas agora faltarão 13 anos. Não há privilégio no caso de um trabalhador que ganha dois salários mínimos e vai deixar uma pensão de 500 reais. Por isso, com responsabilidade, nós votamos não.",12/07/2019
MARCELO RAMOS,PL,AM,"O último encaminhamento será o do Governo. Como vota o Governo? O Deputado Major Vitor Hugo pede o tempo de Líder, mas já avisa que não vai utilizar todo o tempo.",12/07/2019
MAJOR VITOR HUGO,PSL,GO,"Sr. Presidente, Sr. Relator, Sras. e Srs. Deputados, prometo não utilizar o tempo inteiro. Quero apenas ressaltar que esta não é uma vitória não só do Governo e do Parlamento mas também é uma vitória do Brasil como um todo, de 208 milhões de brasileiros. Eu não poderia deixar de citar o nosso Presidente Bolsonaro neste momento, mais uma vez, porque teve coragem de vir aqui ao Parlamento entregar pessoalmente a proposta.  (Palmas.) Isso demonstra o compromisso do Presidente com as reformas de que o País precisa. Temos certeza de que vamos avançar em outras propostas, como a reforma tributária, as privatizações, a revisão do pacto federativo e tantas outras reformas que vão levar o nosso Brasil a outro patamar. A última homenagem que faço também é aos Líderes da maioria que foi formada em torno da aprovação da reforma da Previdência. Eu queria falar só de um exemplo. Nós confluímos, convergirmos em torno de alguns destaques que, segundo estimativa da equipe econômica, desidrataram somente algo em torno de 70 bilhões. Mas nós também nos unimos para a derrubada de vários outros destaques, como, por exemplo, o Destaque nº 29, que sozinho poderia acabar com a economia de 200 bilhões, ou o Destaque nº 44, que seriam 110 bilhões, ou o Destaque nº 12, que seriam 162 bilhões. Somados todos Š sabemos que há alguma interconexão entre eles Š, mais de 1,2 trilhão de reais deixariam de ser economizados se não houvesse essa confluência e talvez se nós não tivéssemos cedido a esses destaques anteriores. É por tudo isso que digo que nós demonstramos juntos maturidade e responsabilidade. Por isso, o Governo vota sim.  (Palmas.)",12/07/2019
MARCELO RAMOS,PL,AM,O Governo vota sim.  (Palmas.) Eu encaminho votação nominal de ofício. Vamos agora passar à votação pelo painel eletrônico. A Presidência solicita aos Srs. Deputados que tomem os seus lugares a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação. (Procede-se à votação.),12/07/2019
ALICE PORTUGAL,B,BA,Já podem ir ao baile de máscaras de hoje. Reunião de: 12/07/2019,12/07/2019
ALEXANDRE FROTA,PSL,SP,"Presidente Marcelo Ramos, estamos chegando finalmente ao momento que tanto esperamos aqui. É importante dizer que, durante todos esses dias e todas essas horas, eu, como Deputado de primeiro mandato, aprendi muito com a sua determinação e dos demais membros da Mesa, o Deputado Silvio Costa Filho e o Deputado Samuel Moreira. Quero agradecer ao PSL por ter me dado a oportunidade de trabalhar na coordenação. Agradeço também a todos os meus amigos aqui, os Deputados que estiveram junto comigo nessa caminhada. Agradeço ao Deputado Major Vitor Hugo, à equipe do Paulo Guedes, ao Bianco, à Deputada Joice Hasselmann, ao Rogério Marinho, enfim, a todos que estiveram junto comigo aqui e que me deram essa oportunidade. Não posso deixar de reconhecer e agradecer os debates democráticos que fizemos também com a Esquerda desta Casa, que mostrou força, mostrou luta e foi respeitosa. Nós conseguimos, junto com a Esquerda, de alguma forma seguir para um caminho. Eu gostaria imensamente de chamar atenção, mais uma vez, para a grandiosidade desta Comissão Especial, de muita importância ao País, ao Brasil. Agradeço ao Deputado Rodrigo Maia e a todos aqueles que estiveram juntos no nosso grupo de coalizão, principalmente a todos os Deputados da Direita e moderados que estiveram conosco. Que Deus nos proteja! Vamos para o resultado de que o Brasil precisa. Muito obrigado.",12/07/2019
PEDRO PAULO,DEM,RJ,Presidente...,12/07/2019
MARCELO RAMOS,PL,AM,Tem a palavra o Deputado Pedro Paulo.,12/07/2019
PEDRO PAULO,DEM,RJ,"Presidente, chegamos ao encerramento da Comissão Especial. Não tenho dúvidas de que nós tivemos aqui muitas reuniões, discussões e debates em que a Oposição e a Situação tiveram a oportunidade de se colocarem. Quero parabenizar a condução de V.Exa., que foi uma revelação para este Parlamento; uma condução altiva, séria, rigorosa, diria germânica até. Quero saudar o Vice-Presidente da Comissão, o Deputado Silvio Costa Filho, que também se mostrou à altura da Comissão. Acho que esta composição foi um  dream team  aqui formado e que contou também com o Deputado Samuel Moreira, Relator paciente, que soube ouvir as diferentes posições e nos fez chegar a este texto possível de ser aprovado em primeiro turno nesta Casa. Parabéns a todos os Parlamentares que compuseram a Comissão. Sem dúvida nenhuma, o Brasil avança com a reforma da Previdência, a reforma mais importante que nós tivemos desde a Assembleia Nacional Constituinte de 1988. Parabéns também ao Deputado Alexandre Frota, que comandou com galhardia o PSL e toda a base do Governo. Acredito que a votação em segundo turno, Líder Major Vitor Hugo, é quase que protocolar. As duas principais fases nós já ultrapassamos, a votação do texto principal e a organização do texto final cuja votação foi hoje em primeiro turno. Os passos seguintes, eu acredito, não mudarão a essência da reforma que o Brasil recebeu hoje no Plenário desta Casa. Então, estão todos de parabéns. E, se não fosse a população ter participado do processo indo às ruas, entrando em nossas redes sociais, nós não conseguiríamos aprovar uma reforma ambiciosa como esta, que é o ponto de partida para as mudanças, para este País crescer, gerar emprego e reduzir a desigualdade. Parabéns ao Democratas, ao Presidente Rodrigo Maia, ao Líder Elmar Nascimento, aos participantes da Comissão, o Deputado Arthur Oliveira Maia, o Deputado Bilac Pinto, o Deputado Alan Rick, o Deputado Geninho Zuliani e todos os demais Parlamentares da Comissão que entenderam que a reforma era fundamental para o Brasil. Obrigado, Presidente. Obrigado a todos. Desejo a todos uma boa-noite.",12/07/2019
