autor,partido,uf,discurso,data
EVAIR VIEIRA DE MELO,PP,ES,"Sr. Presidente, obrigado pela oportunidade. Com certeza, esse último destaque vai nos colocar na organização da inteligência que o Brasil precisa e merece. Quem não conhece esse destaque e não domina o assunto não pode usar de argumentos falaciosos, sem sustentação, para tentar se esconder atrás de uma tese que não procede. Esse destaque é o da coerência. Todo e qualquer Parlamentar aqui nesta Casa que, em algum momento, fez uma manifestação que foi acatada pelo Relator, como o Presidente, o Governo e a Oposição, que, inclusive, em alguns momentos, disse que era deles a sugestão de não fazer alteração na Previdência rural, deveriam votar a favor desse destaque, porque ele dialoga diretamente com esse conteúdo. Portanto, a primeira premissa é que quem votar contra esse destaque está votando contra os trabalhadores rurais do Brasil. Assim como trata o texto do nosso Relator, eu não posso constitucionalizar... Tenho o maior respeito pelo Deputado Samuel, acho que a intenção dele era a melhor possível, mas as palavras o conduziram a outro caminho. Quero falar para a Oposição, principalmente, que nós estamos anistiando as contribuições sociais. Nós estamos constitucionalizando a suspensão de qualquer tipo de negociação. Com o texto do Relator, nós estaremos impossibilitando o uso de remissão de instrumento de política pública voltada principalmente para a agricultura familiar. Outro ponto extremamente importante Š nós temos que tratar disso Š é que isso onera as exportações.  Ah, mas é a grande empresa que exporta!  Não! Vão ao Estado do Paraná e vão ver que lá há um frigorífico que exporta frango. Mas esse frango é produzido por um pequeno agricultor integrado. Assim ocorre com os suínos e com as aves. Quando se onera a exportação do café, por exemplo, dizem:  Ah, é uma grande empresa!  Não! Esse café pode estar saindo de Rondônia, da Bahia, do Espírito Santo, de Minas Gerais. E essa conta vai chegar ao produtor rural. Portanto, isso atinge diretamente o produtor rural; imaginem o produtor do Semiárido brasileiro. O grande desafio do Brasil hoje é levar riqueza e oportunidades para o Semiárido. Votar contra esse destaque é votar contra o produtor do Semiárido, que enfrenta o sol, o calor, a temperatura, a radiação e a umidade. Uma vez que ele coloca semente ao sol, tem também a pastagem, a sua alimentação, o seu leite, e, naturalmente, ele não tem a certeza de fechar um processo. Eu não posso pedir a uma vaca que pare de dar leite, eu não posso pedir a um pé de café que pare de crescer. Isso gera uma cadeia, no futuro, Rogério. Lá, adiante, haverá uma empresa com contrato já feito, Líder. Eu agradeço aqui a Liderança do Governo, que entendeu esse nosso sentimento. Esse café, esse leite, esse produto já está comercializado, então como é que eu posso agora reonerar a cadeia, se o contrato já está assinado há um 1 ou 2 anos? Sabe quem vai pagar isso? Isso vai reduzir o preço pago ao produtor rural e a situação vai piorar ainda mais. Portanto, é um tema importante, Rogério. Eu entendo que nós temos que tratar desse tema sim, mas, na reforma tributária. É preciso fazer esse redesenho. Estão tratando agora da medida provisória da liberdade econômica. Quero aqui destacar que o Deputado Jerônimo Goergen, do Partido Progressistas do Rio Grande do Sul, está liderando esse tema. É o Parlamentar que mais se dedicou a essa causa. Inclusive é o mentor dessa emenda, que propôs a todos do bloco. Ele está na relatoria da MP da liberdade econômica, entendendo que é preciso fazer esse redesenho. Portanto, quero agradecer ao Governo e aos partidos que têm esse entendimento. Nós não podemos, hoje, neste momento, pensar em onerar o setor produtivo Š é preciso dar essa condição Š, muito menos penalizar a nossa agricultura com trabalho cada dia mais apertado. Como eu disse, agricultura é negócio a céu aberto, o agricultor não tem contracheque. Por isso que todos nós temos o consenso geral de não alterar, neste momento, a Previdência rural, por entendermos que esses homens e mulheres precisam sim, neste momento, de ampliar a nossa economia. Nós vamos fazer essa Previdência, Sr. Relator Samuel. É muito importante. Esse caixa que se espera fazer, nós o faremos para a recuperação econômica. Recuperando a economia, nós vamos voltar a produzir alimento neste País e vamos aumentar a exportação. Naturalmente, o Governo vai refazer suas contas, vai repor esse valor extremamente importante, sem onerar o homem e a mulher do campo. Todos nós votamos a favor de uma Previdência justa e honesta, neste momento, para esses homens e mulheres. Como eu disse, é negócio a céu aberto, não há contracheque. Portanto, eu quero apelar principalmente à Oposição, que o tempo todo fez um discurso defendendo o produtor rural, a agricultura no interior. Vamos votar junto com esse destaque. O destaque permite inclusive restabelecer a dignidade, a honra, a honestidade e a coerência do nosso produtor rural. Reunião de: 04/07/2019 Quero agradecer ao Governo, à Liderança do Governo no Congresso, e ao nosso Líder, Major Victor Hugo.",04/07/2019
MARCELO RAMOS,PL,AM,Peço a V.Exa. que conclua.,04/07/2019
EVAIR VIEIRA DE MELO,PP,ES,"Eu quero fazer uma ponderação a V.Exas. Pela coerência e pelo bem do trabalhador rural brasileiro, homens e mulheres do campo que querem continuar produzindo de sol a sol, vamos lembrar agora que são homens e mulheres que não têm contracheque.",04/07/2019
MARCELO RAMOS,PL,AM,"Conclua, Deputado.",04/07/2019
EVAIR VIEIRA DE MELO,PP,ES,"Vou concluir dizendo que eles não pertencem à categoria, à corporação, mas produzem o alimento da sua mesa. E o alimento da sua mesa é o alimento da balança comercial. Portanto, nossa orientação é não. Muito obrigado.",04/07/2019
MARCELO RAMOS,PL,AM,"Com a palavra o Deputado Alessandro Molon. Em seguida, falará o Deputado Samuel Moreira e depois nós passaremos ao encaminhamento, com a orientação de bancada.",04/07/2019
ALESSANDRO MOLON,PSB,RJ,"Presidente, eu não tenho outra palavra para usar nesta hora da noite, ou melhor, da madrugada, 1 hora e meia da manhã, Deputado Major Vitor Hugo, Líder do Governo, a não ser que é inacreditável, inacreditável que fiquemos 15 horas votando uma matéria e que sejam rejeitados 15 destaques da Oposição para minorar o sofrimento dos brasileiros e das brasileiras, e que todos tenham sido rejeitados com o argumento de que é preciso cuidar das finanças públicas, pagar pensão por morte inferior a um salário mínimo, aumentar o tempo de contribuição dos sofridos trabalhadores brasileiros de 15 para 20 anos, tirar 40% da aposentadoria de quem se aposenta com 20 anos, reduzir o valor com a extensão da base de cálculo, fazer com que um garçom, que trabalha aqui na Câmara e que se aposentaria em 3 anos, tenha que trabalhar 11 anos e meio a mais. Como não se tem vergonha de tentar aprovar um destaque como esse? Com que argumento, amanhã, vão olhar para o povo brasileiro e dizer que esta reforma serve para combater privilégios, quando o que se quer, Presidente Š e ninguém aqui finja não saber Š, é permitir novos REFIS indefinidamente. E REFIS significa renúncia fiscal. Querem impedir que seja onerada a tributação de quem exporta. Comida na mesa quem bota é o agricultor familiar, não é o exportador. E aqui se sabe muito bem disso. Mas é triste que, depois de tantas más notícias para os brasileiros, se pense em aprovar isso! A Oposição vai mostrar aqui mais uma vez que tem coerência e compromisso com o Brasil. Nós votamos contra as medidas que tornam a vida dos brasileiros pior. Nesse ponto, o Governo está certo e o Relator está certo. E nós vamos votar com o texto do Relator e com o texto que veio do Governo. O Deputado que me antecedeu fez vários agradecimentos à compreensão do Governo. O Governo aceitou? O Governo vai aceitar essa renúncia de 83 bilhões de reais? Oitenta e três bilhões de reais? E vai dizer que está preocupado com as finanças públicas? É inacreditável! Eu não quero crer que isso passe, mas eu já acho inacreditável se ter tentado fazer isso desse jeito, depois de tudo que se fez contra as pessoas sofridas deste País. Nós, da Oposição, vamos votar a favor do texto do Relator. E aqui, Relator, nós estamos provando que nós não somos oposição do quanto pior melhor. Se nós quiséssemos estourar as finanças públicas, nós votaríamos a favor do destaque que quer proteger o setor ruralista, mas nós não faremos isso. Nós votaremos a favor do texto do Relator e a favor, Dr. Rogério Marinho, da proposta que veio do Governo, porque essa medida é correta. E quando nós achamos a medida correta e justa, nós votamos a favor dela, venha de onde vier. E aqui a Oposição prova a sua estatura. Por que nós estamos até 1h30min da manhã aqui? Eu quero terminar agradecendo a todos os Parlamentares e partidos de Oposição que bravamente ficaram aqui para defender aquilo em que nós acreditamos e para representar quem nós representamos: o povo sofrido trabalhador do Brasil! Vamos continuar em defesa dele. E eu espero que um mínimo de responsabilidade tome conta deste Plenário e que seja mantido o texto do Relator, o texto do Governo, e que seja derrubada a tentativa de perdão fiscal para os de cima, depois de se impor tanto sofrimento aos de baixo. A Oposição vota sim ao texto do Relator. Obrigado, Presidente.  (Palmas.)",04/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Molon. Com a palavra o Deputado Samuel Moreira. Depois passaremos à orientação de bancadas. Reunião de: 04/07/2019",04/07/2019
SAMUEL MOREIRA,PSDB,SP,"Nós, na construção do entendimento de maioria, tivemos vários momentos decisivos. Um deles foi o gatilho que nós estivemos aqui votando, quando eu me dispus ao entendimento de retirar o gatilho, ainda que contra a minha vontade, ainda que contra a minha convicção. Mas, por um entendimento de maioria e ao ver aqui um destaque até para reintroduzir o gatilho, eu votei contra. Na medida em que surgiu um assunto precioso para mim, que é a reoneração de uma desoneração de 80 bilhões em 10 anos, eu também fiz o entendimento com os Líderes de que eu não me sentiria confortável em retirar do meu texto e que nós iríamos caminhar, talvez, cada um para um lado, democraticamente, de maneira bastante coerente, até porque eu respeito os segmentos, os representantes de segmentos. E nós decidimos que eu não ia retirar do texto e que isso iria para um destaque e para o voto. E eu quero manter a minha a posição de deixar no texto. Eu não acredito em desonerações, especialmente aquelas que tiram da Previdência, especialmente no País quebrado, quando as desonerações acabam não gerando os empregos que poderiam gerar se o País estivesse crescendo, se o País estivesse fiscalmente equilibrado, se o País tivesse o entendimento da construção da maioria política para dar segurança ao Governo. Portanto, não acho que é o melhor momento para desonerações. Acho que, quando o País está quebrado, com um desequilíbrio fiscal, com um desarranjo político, as empresas que são desoneradas correm até o risco de investir em outro lugar e não na geração de empregos, porque o País não gera a confiança adequada para o momento. Então, eu vou colocar a minha posição claramente, agradecendo até a formação da maioria com os Líderes e esse entendimento. Eu quero manter; não são só 80 bilhões de desonerações que são dadas. São a possibilidade também de não passarem de 60 vezes as negociações das dívidas, porque vão cair junto também as 60 vezes, permitindo o REFIS. Então, eu queria que tomassem muito cuidado nessa votação, respeitando a posição de cada um. Eu vou votar sim, para que mantenham o meu texto. Agradeço a todos o entendimento, continuando na construção da maioria pela reforma. Talvez eu perca o texto que eu gostaria de manter, mas queria que V.Exas. refletissem muito. Eu acho que este não é o momento. Aliás, eu queria só destacar uma coisa. É difícil essas desonerações servirem aos pequenos. Com certeza, servirá aos maiores. Então, eu gostaria, mais uma vez, de pedir Š em que pese correr o risco, neste momento, de perder o meu texto, e eu o acho precioso para isso, no momento em que nós estamos, de fato, como foi dito aqui, apertando os cintos, precisando de recursos, especialmente para a Previdência. Nós estamos falando de desoneração de Previdência, não é de outro item, não. Essas exonerações são de Previdência. Enfim, vamos ao voto. Eu vou votar sim, para que se mantenha o meu texto.",04/07/2019
MARCELO RAMOS,PL,AM,"Obrigado, Deputado Samuel. Como vota o PT?  (Pausa.) Desculpem-me! Quero deixar claro que se trata de destaque para votação em separado. Portanto, quem votar sim aprova a matéria destacada e mantém o texto do Relator. Quem votar não rejeita a matéria destacada e altera o texto do Relator. Como vota o PT?",04/07/2019
HENRIQUE FONTANA,PT,RS,"Presidente, Relator, eu quero chamar uma esperança maior aqui. Nós podemos ganhar esta votação. O Brasil pode ganhar esta votação. Nós podemos manter esses 89 bilhões de reais na Previdência e, com eles, podemos melhorar a regra de cálculo daqueles que hoje se aposentarão com 1.200, 1.300, 1.500 reais. Podemos manter esses 89 bilhões de reais, Deputado Celso Maldaner, e, do plenário, voltarmos para a regra de 80% das melhores contribuições. Vejam a matéria de  O Globo  publicada ontem:  Previdência: bancada ruralista fecha acordo com Governo para derrubar a reoneração da folha . E aí segue a matéria:  A bancada ruralista fechou acordo para derrubar a reoneração. Isso será feito após a votação do texto principal.  É a antecipação do que está acontecendo aqui, senhores. E isso retira 84 bilhões de reais da Previdência em 10 anos, Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,Peço a V.Exa. que conclua e que encaminhe o voto.,04/07/2019
HENRIQUE FONTANA,PT,RS,"Vamos fazer aqui, de fato, uma unidade da coerência. Vamos aliviar um pouco para os de baixo. Já que disseram que não dá para fazer a reforma tributária, pelo menos não vamos agravar a situação tributária agora.",04/07/2019
MARCELO RAMOS,PL,AM,"Peço a V.Exa. que encaminhe o voto, Deputado Henrique. Reunião de: 04/07/2019",04/07/2019
HENRIQUE FONTANA,PT,RS,"Eu vou encaminhar, Presidente. Não vamos entregar 84 bilhões de reais de desoneração a um setor que pode contribuir com a Previdência para tirar da aposentadoria de alguém que ganha 1.200, 1.500 reais.",04/07/2019
MARCELO RAMOS,PL,AM,"Encaminhe o voto, Deputado Henrique, por favor.",04/07/2019
HENRIQUE FONTANA,PT,RS,"O nosso voto, Presidente, é sim, um voto a favor do relatório do Relator.",04/07/2019
MARCELO RAMOS,PL,AM,O.k. Obrigado. Como vota o PSB?  (Pausa.),04/07/2019
HENRIQUE FONTANA,PT,RS,"Além da questão da desoneração, como eu disse, há a questão dos 60 meses.",04/07/2019
MARCELO RAMOS,PL,AM,Deputado Henrique...,04/07/2019
HENRIQUE FONTANA,PT,RS,"O voto é sim, Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,O PT vota sim. Como vota o PSB?,04/07/2019
LÍDICE DA MATA,PSB,BA,"O PSB vota sim, Sr. Presidente.",04/07/2019
MARCELO RAMOS,PL,AM,O PSB vota sim. Como vota o PDT?,04/07/2019
PAULO RAMOS,PDT,RJ,"Sr. Presidente, já que estamos terminando os trabalhos, existe um velho ditado que diz:  Quem pariu Mateus que o embale.  Isso é problema do Governo e da sua base, sua base insensível a todas as reivindicações e aos direitos dos trabalhadores. Quem tem que resolver esse problema é o Governo, que economizou na tragédia dos trabalhadores. Esta reforma da Previdência é criminosa em cima dos trabalhadores. O PDT não quer botar a mão nessa lama, nessa nojeira! É o Governo que tem que resolver com a sua base. É o Governo que tem que viver com a sua contradição. O PDT não vai votar essa matéria. O PDT vai se abster. O Governo é que resolva! Não vamos assumir aqui nenhuma responsabilidade em recuperar recursos para a Previdência, quando a classe trabalhadora está completamente traída. Os servidores estão traídos. O PDT vai votar abstenção.",04/07/2019
MARCELO RAMOS,PL,AM,O PDT vota abstenção. Como vota o PSOL?  (Pausa.),04/07/2019
PAULO RAMOS,PDT,RJ,"Que se virem! Eles é que se virem! Não, de jeito nenhum! Eles que se virem!",04/07/2019
SÂMIA BOMFIM,PSOL,SP,"Presidente, primeiramente, eu queria expressar o repúdio da nossa bancada com quem falta com o respeito a uma senhora como a Deputada Luiza Erundina, que é um patrimônio da política brasileira. Eu tenho certeza de que os senhores que a desrespeitaram não têm um décimo da dignidade e da história de vida que essa mulher tem e da contribuição que ela dá ao povo brasileiro. Ela estava aqui até agora, com 84 anos, e saiu de cabeça erguida, sabendo que segue o lado certo da história. Enquanto isso, os senhores que a desrespeitam têm o seu lugar marcado, reservado na lata do lixo da história, por estarem votando contra os trabalhadores brasileiros e tratando mal uma senhora que está aqui dedicando a sua vida ao povo brasileiro. Com relação ao conteúdo...",04/07/2019
MARCELO RAMOS,PL,AM,"Eu vou pedir para V.Exa. parar. Rapidinho, Deputada Sâmia! Eu vou parar o tempo.",04/07/2019
SÂMIA BOMFIM,PSOL,SP,Eu estou no meu tempo ainda. Vou terminar. Não se preocupe!,04/07/2019
MARCELO RAMOS,PL,AM,"Eu vou parar o tempo de V.Exa. Vou só fazer um apelo. Eu acho que nós não combatemos intolerância com intolerância, desrespeito com desrespeito.",04/07/2019
